ISBN10	Title	Author	Cover	Publisher	Pages
0671010085	One Pink Rose (Clayborne Brides)	Julie Garwood	http://www.openisbn.com/cover/0671010085_72.jpg	Pocket	128
0671010093	One White Rose	Julie Garwood	http://www.openisbn.com/cover/0671010093_72.jpg	Pocket	128
0881844365	Clans Of The Alphane Moon	Philip K. Dick	http://www.openisbn.com/cover/0881844365_72.jpg	Carroll &amp; Graf Pub	269
0553572407	Interface	Stephen Bury	http://www.openisbn.com/cover/0553572407_72.jpg	Bantam	640
0345457641	A Thousand Days In Venice (Ballantine Reader's Circle)	Marlena De Blasi	http://www.openisbn.com/cover/0345457641_72.jpg	Ballantine Books	304
0345423828	Cybergrrl! A Woman's Guide To The World Wide Web	Aliza Sherman	http://www.openisbn.com/cover/0345423828_72.jpg	Ballantine Books	288
0312970129	If Loving You Is Wrong	Gregg Olsen	http://www.openisbn.com/cover/0312970129_72.jpg	St Martins Pr	0
1887128654	Why Things Burn: Poems	Daphne Gottlieb	http://www.openisbn.com/cover/1887128654_72.jpg	Soft Skull Press	150
0345416430	The New York Diaries: Too-True Tales Of Urban Trauma	Daniel Drennan	http://www.openisbn.com/cover/0345416430_72.jpg	Ballantine Books	256
0688158234	Desert Flower: The Extraordinary Journey Of A Desert Nomad	Waris Dirie,Cathleen Miller	http://www.openisbn.com/cover/0688158234_72.jpg	William Morrow	224
0446608475	The Wild Swans	Peg Kerr	http://www.openisbn.com/cover/0446608475_72.jpg	Aspect	464
0435905260	Things Fall Apart	Chinua Achebe	http://www.openisbn.com/cover/0435905260_72.jpg	Heinemann International Literature &amp; Textbooks	158
0965036022	Profiles In Courage	John F. Kennedy	http://www.openisbn.com/cover/0965036022_72.jpg	New York: Harper And Brothers, 1956	0
0590853015	The Chicken Doesn't Skate	Gordan Korman,Gordon Korman	http://www.openisbn.com/cover/0590853015_72.jpg	Hyperion Books For Children	208
0671729330	SOUTHSIDE SLUGGERS: THE MISSING CHAMPSHIP RING	Rosalind Greenberg	http://www.openisbn.com/cover/0671729330_72.jpg	Aladdin	118
078686219X	Living The Simple Life: A Guide To Scaling Down And Enjoying More	Elaine St. James,Laurie Abkemeier	http://www.openisbn.com/cover/078686219X_72.jpg	Hyperion Books	350
0671769669	Teaching Your Children Values	Richard Eyre,Linda Eyre	http://www.openisbn.com/cover/0671769669_72.jpg	Touchstone	256
0671741373	BEYOND SHYNESS: HOW TO CONQUER SOCIAL ANXIETY STEP BY STEP	Jonathan Berent	http://www.openisbn.com/cover/0671741373_72.jpg	Simon &amp; Schuster	288
0967851017	The Landlord	Ken Merrell	http://www.openisbn.com/cover/0967851017_72.jpg	Kay Dee Books	462
0385240716	My Husband Rock Hudson	Phyllis Gates	http://www.openisbn.com/cover/0385240716_72.jpg	Doubleday	232
0515111317	The Heiress Bride (Bride Series)	Catherine Coulter	http://www.openisbn.com/cover/0515111317_72.jpg	Jove	416
0451202902	Sweet Everlasting	Patricia Gaffney	http://www.openisbn.com/cover/0451202902_72.jpg	Signet	384
0441005349	When Demons Walk (Sianim)	Patricia Briggs	http://www.openisbn.com/cover/0441005349_72.jpg	Ace	288
0446356611	Rage Of Angels	Sidney Sheldon	http://www.openisbn.com/cover/0446356611_72.jpg	Grand Central Publishing	504
0446350109	Windmills Of The Gods	Sidney Sheldon	http://www.openisbn.com/cover/0446350109_72.jpg	Grand Central Publishing	434
0671877992	Glenraven	Marion Zimmer Bradley,Holly Lisle	http://www.openisbn.com/cover/0671877992_72.jpg	Baen Publishing Enterprises	394
0449216527	S	John Updike	http://www.openisbn.com/cover/0449216527_72.jpg	Fawcett Crest	299
0671014757	Huntress Night World 7	L.J. Smith	http://www.openisbn.com/cover/0671014757_72.jpg	Simon Pulse	224
0671014765	Black Dawn Night World	L. J. Smith	http://www.openisbn.com/cover/0671014765_72.jpg	Simon Pulse	240
0671551361	DARK ANGEL NIGHT WORLD 4	L.J. Smith	http://www.openisbn.com/cover/0671551361_72.jpg	Simon Spotlight Entertainment	240
0671551337	Secret Vampire (Night World, Book 1)	L.J. Smith	http://www.openisbn.com/cover/0671551337_72.jpg	Archway	240
0671551388	Soulmate (Night World, Book 6)	L.J. Smith	http://www.openisbn.com/cover/0671551388_72.jpg	Simon Pulse	240
0671551353	SPELLBINDER: NIGHTWORLD	L.J. Smith	http://www.openisbn.com/cover/0671551353_72.jpg	Simon Pulse	240
0671014773	Witchlight Night World 9	L.J. Smith	http://www.openisbn.com/cover/0671014773_72.jpg	Simon Pulse	240
0671551345	Night World: Daughters Of Darkness	L. J. Smith	http://www.openisbn.com/cover/0671551345_72.jpg	Pocket Books	240
0671721100	Born To Run	Mercedes Lackey,Larry Dixon	http://www.openisbn.com/cover/0671721100_72.jpg	Baen	336
0553574574	Beach Music	Pat Conroy	http://www.openisbn.com/cover/0553574574_72.jpg	Bantam	816
0812534832	Demons Don't Dream	Piers Anthony	http://www.openisbn.com/cover/0812534832_72.jpg	TOR # 812-53483-2	0
0671721623	Fortress Of Frost And Fire (The Bard's Tale, Book 2)	Larry Elmore,Mercedes Lackey,Ru Emerson	http://www.openisbn.com/cover/0671721623_72.jpg	Baen	304
0671698850	Knight Of Ghosts &amp; Shadows (Bedlam's Bard, Bk. 1)	Mercedes Lackey,Ellen Guon	http://www.openisbn.com/cover/0671698850_72.jpg	Baen	345
0671721542	When The Bough Breaks:  A Novel Of The Serrated Edge	Mercedes Lackey,Holly Lisle,Larry Elmore	http://www.openisbn.com/cover/0671721542_72.jpg	Baen	288
0671876155	Chrome Circle (The Serrated Edge, Bk. 4)	Mercedes Lackey,Larry Dixon	http://www.openisbn.com/cover/0671876155_72.jpg	Baen	368
0140434895	Great Expectations (Penguin Classics)	Charles Dickens,David Trotter,Charlotte Mitchell	http://www.openisbn.com/cover/0140434895_72.jpg	Penguin Classics	544
0140180923	Lord Jim (Penguin Classics)	Joseph Conrad	http://www.openisbn.com/cover/0140180923_72.jpg	Penguin Classics	384
0393309282	Journal Of A Solitude	May Sarton	http://www.openisbn.com/cover/0393309282_72.jpg	W. W. Norton &amp; Company	208
0060194790	Waiting : The True Confessions Of A Waitress	Debra Ginsberg	http://www.openisbn.com/cover/0060194790_72.jpg	Harper	304
0452280397	Paradise (Oprah's Book Club)	Toni Morrison	http://www.openisbn.com/cover/0452280397_72.jpg	Plume	352
0886773318	The Last Wizard (Wizard Crystal)	Tanya Huff	http://www.openisbn.com/cover/0886773318_72.jpg	DAW	288
0886775167	Winds Of Fate (The Mage Winds, Book 1)	Mercedes Lackey	http://www.openisbn.com/cover/0886775167_72.jpg	DAW	464
0812521145	Jinx High	Mercedes Lackey	http://www.openisbn.com/cover/0812521145_72.jpg	Tor	0
0671721259	Castle Of Deception (The Bard's Tale, Book 1)	Larry Elmore,Mercedes Lackey,Josepha Sherman	http://www.openisbn.com/cover/0671721259_72.jpg	Baen	320
0671876287	The Robin &amp; The Kestrel (Bardic Voices, Book 2)	Mercedes Lackey	http://www.openisbn.com/cover/0671876287_72.jpg	Baen	384
0517543346	Out Of Season	Ian J. Burton	http://www.openisbn.com/cover/0517543346_72.jpg	Random House Value Publishing	186
0140265988	Falling Leaves: The True Story Of An Unwanted Chinese Daughter	Adeline Yen Mah	http://www.openisbn.com/cover/0140265988_72.jpg	Penguin Putnam~trade	288
0752271474	Purple Ronnie's Love Poems	Purple Ronnie	http://www.openisbn.com/cover/0752271474_72.jpg	Macmillan UK	64
0751512966	Italian House	Teresa Crane	http://www.openisbn.com/cover/0751512966_72.jpg	Warner Books&gt; C/o Little Br	288
059049418X	The Change (Animorphs Ser., No. 13)	K.A. Applegate	http://www.openisbn.com/cover/059049418X_72.jpg	Scholastic, Inc.	162
207038165X	L'insoutenable Légèreté De L'être	Milan Kundera,François Ricard,François Kérel	http://www.openisbn.com/cover/207038165X_72.jpg	Gallimard	476
0531098745	How To Win A Pullet Surprise: The Pleasures And Pitfalls Of Our Language	Jack Clifford Smith	http://www.openisbn.com/cover/0531098745_72.jpg	F. Watts	260
0465026567	Gödel, Escher, Bach: An Eternal Golden Braid	Douglas R. Hofstadter	http://www.openisbn.com/cover/0465026567_72.jpg	Basic Books	832
0446674044	Drawing From Within: Unleashing Your Creative Potential	Nick Meglin,Diane Meglin	http://www.openisbn.com/cover/0446674044_72.jpg	Grand Central Publishing	240
1592570801	The Complete Idiot's Guide To Drawing, 2E	Lauren Jarrett,Lisa Lenard	http://www.openisbn.com/cover/1592570801_72.jpg	Alpha	368
1582970807	Memoirs Of The Soul: Writing Your Spiritual Autobiography	Nan Phifer	http://www.openisbn.com/cover/1582970807_72.jpg	Walking Stick Press	248
158180119X	Watercolor Pencil Magic	Cathy Ann Johnson	http://www.openisbn.com/cover/158180119X_72.jpg	North Light Books	128
1581802986	THE COMPLETE COLORED PENCIL BOOK	BERNARD POULIN	http://www.openisbn.com/cover/1581802986_72.jpg	NORTH LIGHT BOOKS	0
0891347208	Painting Houses, Cottages And Towns On Rocks	Lin Wellford	http://www.openisbn.com/cover/0891347208_72.jpg	North Light Books	128
1581800320	Painting Pets On Rocks	Lin Wellford	http://www.openisbn.com/cover/1581800320_72.jpg	North Light Books	128
0140390448	Walden And Civil Disobedience (Penguin American Library)	Henry David Thoreau,Michael Meyer	http://www.openisbn.com/cover/0140390448_72.jpg	Penguin Classics	432
0004121120	Learn To Paint Watercolours (Collins Learn To Paint)	Alwyn Crawshaw	http://www.openisbn.com/cover/0004121120_72.jpg	Collins	64
0861013743	The Creative Book Of Decorative Painting (Creative Book Of Homecrafts Series)	Juliet Bawden	http://www.openisbn.com/cover/0861013743_72.jpg	Salamander Books	128
0525945407	Healing Grief : Reclaiming Life After Any Loss	James Van Praagh	http://www.openisbn.com/cover/0525945407_72.jpg	Dutton Adult	286
0517654954	Dogs Of The World: An Illustrated Encyclopedia	Maurizio Bongianni	http://www.openisbn.com/cover/0517654954_72.jpg	Crescent	0
0025294458	The Wild Lawn Handbook: Alternatives To The Traditional Front Lawn	Stevie Daniels	http://www.openisbn.com/cover/0025294458_72.jpg	Macmillan General Reference	240
0903505355	The House Plant Expert	D.G. Hessayon	http://www.openisbn.com/cover/0903505355_72.jpg	Expert	256
0903505193	The Flower Expert (Expert Series)	D.G., Dr. Hessayon	http://www.openisbn.com/cover/0903505193_72.jpg	Sterling Pub Co Inc	160
1551050765	Lois Hole's Perennial Favorites	Lois Hole	http://www.openisbn.com/cover/1551050765_72.jpg	Lone Pine Publishing	352
0517693399	The Essential Gardener	Derek Fell	http://www.openisbn.com/cover/0517693399_72.jpg	Gramercy	0
1859671039	The Decorated Garden Room: Interior Design For Your Outside Living Space	Tessa Evelegh,Debbie Patterson	http://www.openisbn.com/cover/1859671039_72.jpg	Lorenz Books	160
0458921009	The Rutland Dirty Weekend Book	Eric Idle	http://www.openisbn.com/cover/0458921009_72.jpg	Methuen Drama	0
1842151126	Runes: For Divination, Protection And Healing (Guide For Life)	Andy Baggott	http://www.openisbn.com/cover/1842151126_72.jpg	Anness	64
0920656404	Mammals Of The Canadian Wild	Adrian Forsyth	http://www.openisbn.com/cover/0920656404_72.jpg	Camden House	352
0399139206	Walking Shadow	Robert B. Parker	http://www.openisbn.com/cover/0399139206_72.jpg	Putnam Adult	270
0060163704	Coyote Waits	Tony Hillerman	http://www.openisbn.com/cover/0060163704_72.jpg	Harpercollins	292
0920656080	The Architecture Of Animals: The Equinox Guide To Wildlife Structures	Adrian Forsyth	http://www.openisbn.com/cover/0920656080_72.jpg	Camden House	72
0920656943	Exploring The World Of Birds: An Equinox Guide To Avian Life	Adrian Forsyth,Laurel Aziz	http://www.openisbn.com/cover/0920656943_72.jpg	Camden House	72
0835607771	Visual Journaling: Going Deeper Than Words	Barbara Ganim,Susan Fox	http://www.openisbn.com/cover/0835607771_72.jpg	Quest Books	171
0345391373	An Incomplete Education, Revised Edition	Judy Jones,William Wilson	http://www.openisbn.com/cover/0345391373_72.jpg	Ballantine Books	704
0714836257	The Art Book	Editors Of Phaidon Press	http://www.openisbn.com/cover/0714836257_72.jpg	Phaidon Press	515
0920656269	Nightwatch: An Equinox Guide To Viewing The Universe	Terence Dickinson	http://www.openisbn.com/cover/0920656269_72.jpg	Camden House Publishing (Ontario, CA)	159
0345400577	A Book Of Angels: Reflections On Angels Past And Present And True Stories Of How They Touch Our Lives	Sophy Burnham	http://www.openisbn.com/cover/0345400577_72.jpg	Ballantine Books	416
0679419616	From Beginning To End:: The Rituals Of Our Lives	Robert Fulghum	http://www.openisbn.com/cover/0679419616_72.jpg	Villard	273
0201567792	Lighten Up: Survival Skills For People Under Pressure (A William Patrick Book)	C. W. Metcalf,Roma Felible	http://www.openisbn.com/cover/0201567792_72.jpg	Perseus Books	290
0517331942	Meaning Of Masonry	W. L. Wilmshurst	http://www.openisbn.com/cover/0517331942_72.jpg	Gramercy	224
1568361742	Off The Map: The Curious Histories Of Place-Names	Derek Nelson	http://www.openisbn.com/cover/1568361742_72.jpg	Kodansha Amer Inc	200
0385315058	It's Only Too Late If You Don't Start Now : How To Create Your Second Life After Forty	Barbara Sher	http://www.openisbn.com/cover/0385315058_72.jpg	Delacorte Press	352
9747315084	Bangkok : The Story Of A City	Alec Waugh	http://www.openisbn.com/cover/9747315084_72.jpg	White Lotus Co., Ltd.	276
3453152891	Operation Rainbow	Tom Clancy	http://www.openisbn.com/cover/3453152891_72.jpg	Heyne	0
3442352983	Kopfüber In Die Kissen: Roman	Susan Elizabeth Phillips,Gertrud Wittich	http://www.openisbn.com/cover/3442352983_72.jpg	Blanvalet Taschenbuch Verlag	416
3499101505	Der Richter Und Sein Henker.	Friedrich Dürrenmatt	http://www.openisbn.com/cover/3499101505_72.jpg	Rororo	128
3518382357	Von Liebe Und Schatten: Roman (suhrkamp Taschenbuch)	Isabel Allende,Dagmar Ploetz	http://www.openisbn.com/cover/3518382357_72.jpg	Suhrkamp Verlag	424
3442446929	Der Keltische Ring.	Björn Larsson,Jörg Scherzer	http://www.openisbn.com/cover/3442446929_72.jpg	Goldmann	350
3257218478	Indianersommer	Urs Widmer	http://www.openisbn.com/cover/3257218478_72.jpg	Diogenes Verlag	79
0684854341	HEN FRIGATES: Passion And Peril, Nineteenth-Century Women At Sea	Joan Druett	http://www.openisbn.com/cover/0684854341_72.jpg	Simon &amp; Schuster	272
3453052544	Christine	Stephen King	http://www.openisbn.com/cover/3453052544_72.jpg	Heyne	0
3442724295	Warten Auf Kerouac	Joyce Johnson,Thomas Nils Lindquist	http://www.openisbn.com/cover/3442724295_72.jpg	Btb	0
0821225685	Hand And Home: The Homes Of American Craftsmen	Tommy Simpson,Lisa Hammel,William Bennett Seitz	http://www.openisbn.com/cover/0821225685_72.jpg	Bulfinch Pr	151
0449209881	Angle Of Repose	Wallace Stegner	http://www.openisbn.com/cover/0449209881_72.jpg	Fawcett	512
0375724443	Ava's Man	Rick Bragg	http://www.openisbn.com/cover/0375724443_72.jpg	Vintage	272
0140282777	Big Fish: A Novel Of Mythic Proportions	Daniel Wallace	http://www.openisbn.com/cover/0140282777_72.jpg	Penguin (Non-Classics)	208
034541005X	The Power Of One: A Novel	Bryce Courtenay	http://www.openisbn.com/cover/034541005X_72.jpg	Ballantine Books	544
2894294247	Cat Lovers Companion		http://www.openisbn.com/cover/2894294247_72.jpg	Joshua Morris Pub	0
0553159445	Sarah's Dad And Sophia's Mom (Sweet Valley Twins And Friends, No 62)	Francine Pascal	http://www.openisbn.com/cover/0553159445_72.jpg	Sweet Valley	0
0380713349	Polly Panic	Mary Francis Shura	http://www.openisbn.com/cover/0380713349_72.jpg	Avon Books (Mm)	0
059044333X	The Girlfriend (Point Horror Series)	R. L. Stine	http://www.openisbn.com/cover/059044333X_72.jpg	Scholastic, Inc	176
0380614324	I Love You, Stupid	Harry Mazer	http://www.openisbn.com/cover/0380614324_72.jpg	Avon Books (Mm)	0
0440911257	The Castle Of Llyr	Lloyd Alexander	http://www.openisbn.com/cover/0440911257_72.jpg	Laurel Leaf	206
0671736795	The DANCE (FINAL FRIENDS 2): THE DANCE (Final Friends, Book 2)	Pike	http://www.openisbn.com/cover/0671736795_72.jpg	Simon Pulse	240
0671529544	Forbidden Secrets: Fear Street Sagas #3	R.L. Stine	http://www.openisbn.com/cover/0671529544_72.jpg	Simon Pulse	176
0671628410	Why Me?	Ellen Conford	http://www.openisbn.com/cover/0671628410_72.jpg	Pocket Books	0
0425133184	Sunset Reunion	Cherie Bennett	http://www.openisbn.com/cover/0425133184_72.jpg	Berkley	0
0671888285	My Girl 2: A Novel	Patricia Hermes,Laurice Elehwany,Janet Kovalcik	http://www.openisbn.com/cover/0671888285_72.jpg	Simon Spotlight Entertainment	179
0425127729	Sunset Farewell (Sunset Island, 4)	Cherie Bennett	http://www.openisbn.com/cover/0425127729_72.jpg	Berkley	213
0671894242	Bad Moonlight (Fear Street Super Chillers, No. 8)	R. L. Stine	http://www.openisbn.com/cover/0671894242_72.jpg	Archway	195
0671529560	The Loudest Scream (Fear Street: Fear Park, No. 2)	R. L. Stine	http://www.openisbn.com/cover/0671529560_72.jpg	Simon Pulse	176
059045370X	Let's Get Invisible! (Goosebumps, No. 6)	R. L. Stine	http://www.openisbn.com/cover/059045370X_72.jpg	Scholastic	0
0590453696	The Curse Of The Mummy's Tomb (Goosebumps)	R. L. Stine	http://www.openisbn.com/cover/0590453696_72.jpg	Scholastic	132
0590477382	One Day At Horrorland (Goosebumps #16)	R. L. Stine	http://www.openisbn.com/cover/0590477382_72.jpg	Apple	123
0590466186	The Girl Who Cried Monster (Goosebumps, No. 8)	R. L. Stine	http://www.openisbn.com/cover/0590466186_72.jpg	Scholastic Inc.	137
0446602558	Sweetwater	Dorothy Garlock	http://www.openisbn.com/cover/0446602558_72.jpg	Grand Central Publishing	496
0316485187	How To Get What You Want In Life With The Money You Already Have	Carol Keeffe	http://www.openisbn.com/cover/0316485187_72.jpg	Little, Brown And Company	256
0890819858	Jerusalem The City Of God	Ellen Gunderson Traylor	http://www.openisbn.com/cover/0890819858_72.jpg	Harvest House Pub	631
0310539218	Armageddon, Oil, And The Middle East Crisis: What The Bible Says About The Future Of The MiddleEast And The End Of Western Civilization	John F. Walvoord	http://www.openisbn.com/cover/0310539218_72.jpg	Zondervan Publishing House	240
156761583X	The Complete Idiot's Guide To Buying And Upgrading PCs	Alpha Staff,Shelley O'Hara	http://www.openisbn.com/cover/156761583X_72.jpg	Alpha Books	305
0805042768	Debt Free!: Your Guide To Personal Bankruptcy Without Shame	James P. Caher,John M. Caher	http://www.openisbn.com/cover/0805042768_72.jpg	Holt Paperbacks	256
0883964481	Always Believe In Yourself And Your Dreams (Blue Mountain Arts Collection)	Patricia Wayant,Patricia Waynant	http://www.openisbn.com/cover/0883964481_72.jpg	Blue Mountain Arts	64
0140432914	The Fall Of The House Of Usher And Other Writings: Poems, Tales, Essays, And Reviews (Penguin Classics)	Edgar Allan Poe,David Galloway	http://www.openisbn.com/cover/0140432914_72.jpg	Penguin Classics	544
0006742939	Weirdstone Of Brisingamen New Ed	Alan Garner	http://www.openisbn.com/cover/0006742939_72.jpg	Lions	224
1573222321	Journals	Kurt Cobain	http://www.openisbn.com/cover/1573222321_72.jpg	Riverhead Hardcover	280
0688163165	Mystic River	Dennis Lehane	http://www.openisbn.com/cover/0688163165_72.jpg	William Morrow	416
0064400204	Sounder	William H. Armstrong,James Barkley	http://www.openisbn.com/cover/0064400204_72.jpg	HarperCollins	116
0060557540	The Known World	Edward P. Jones	http://www.openisbn.com/cover/0060557540_72.jpg	Amistad	388
0525947671	The Lady And The Unicorn	Tracy Chevalier	http://www.openisbn.com/cover/0525947671_72.jpg	Dutton Adult	250
0151004439	Snow Falling On Cedars: Movie Tie-in Edition	David Guterson	http://www.openisbn.com/cover/0151004439_72.jpg	Houghton Mifflin Harcourt	352
0679642382	Possession: A Romance (Modern Library)	A.S. Byatt	http://www.openisbn.com/cover/0679642382_72.jpg	Modern Library	640
0804113475	Ladder Of Years	Anne Tyler	http://www.openisbn.com/cover/0804113475_72.jpg	Ivy Books	416
037576013X	Daniel Deronda (Modern Library Classics)	George Eliot,Edmund White	http://www.openisbn.com/cover/037576013X_72.jpg	Modern Library	832
0679455612	A Lesson Before Dying	Ernest J. Gaines	http://www.openisbn.com/cover/0679455612_72.jpg	Knopf	256
0553212435	Villette (Bantam Classics)	Charlotte Bronte	http://www.openisbn.com/cover/0553212435_72.jpg	Bantam Classics	576
0440147956	Light A Penny Candle	Maeve Binchy	http://www.openisbn.com/cover/0440147956_72.jpg	Dell	0
0375415351	Sula (Oprah's Book Club)	Toni Morrison	http://www.openisbn.com/cover/0375415351_72.jpg	Knopf	192
0763616052	Because Of Winn-Dixie	Kate DiCamillo	http://www.openisbn.com/cover/0763616052_72.jpg	Candlewick	192
0380432811	Bridge To Terabithia	Katherine Paterson	http://www.openisbn.com/cover/0380432811_72.jpg	Avon Books	0
0440212359	London Transports	Maeve Binchy	http://www.openisbn.com/cover/0440212359_72.jpg	Dell	384
0670857459	Felicia's Journey	William Trevor	http://www.openisbn.com/cover/0670857459_72.jpg	Viking Adult	224
1582344094	The Bobby Gold Stories: A Novel	Anthony Bourdain	http://www.openisbn.com/cover/1582344094_72.jpg	Bloomsbury USA	176
0452285062	The Grits (Girls Raised In The South) Guide To Life	Deborah Ford	http://www.openisbn.com/cover/0452285062_72.jpg	Plume	272
0805063315	Dr. Tatiana's Sex Advice To All Creation: The Definitive Guide To The Evolutionary Biology Of Sex	Olivia Judson	http://www.openisbn.com/cover/0805063315_72.jpg	Metropolitan Books	320
0671507303	Dead Cert	Dick Francis	http://www.openisbn.com/cover/0671507303_72.jpg	Pocket	256
0684844141	Fanny Kemble's Civil Wars	Catherine Clinton	http://www.openisbn.com/cover/0684844141_72.jpg	Simon &amp; Schuster	304
0394722531	The Plantation Mistress: Woman's World In The Old South	Catherine Clinton	http://www.openisbn.com/cover/0394722531_72.jpg	Pantheon	331
0375504184	I Knew A Woman: The Experience Of The Female Body	Cortney Davis	http://www.openisbn.com/cover/0375504184_72.jpg	Random House	288
0671009443	Private Parts	Howard Stern	http://www.openisbn.com/cover/0671009443_72.jpg	Pocket	688
0425165337	The Dream Stalker (A Wind River Reservation Myste)	Margaret Coel	http://www.openisbn.com/cover/0425165337_72.jpg	Berkley	272
0553579207	Ancient Ones	Kirk Mitchell	http://www.openisbn.com/cover/0553579207_72.jpg	Bantam	400
0060529148	Give Me A Break: How I Exposed Hucksters, Cheats, And Scam Artists And Became The Scourge Of The Liberal Media...	John Stossel	http://www.openisbn.com/cover/0060529148_72.jpg	HarperCollins	304
006104444X	Zen Attitude	Sujata Massey	http://www.openisbn.com/cover/006104444X_72.jpg	HarperTorch	320
1400034817	Red Meat Cures Cancer	Starbuck O'Dwyer	http://www.openisbn.com/cover/1400034817_72.jpg	Vintage	336
0553378007	The Scalpel And The Silver Bear: The First Navajo Woman Surgeon Combines Western Medicine And Traditional Healing	Lori Alvord,Elizabeth Cohen Van Pelt	http://www.openisbn.com/cover/0553378007_72.jpg	Bantam	204
0836226844	Forever, Erma: Best-Loved Writing From America's Favorite Humorist	Erma Bombeck	http://www.openisbn.com/cover/0836226844_72.jpg	Andrews Mcmeel Pub	273
0515113328	The Cat Who Went Into The Closet	Lilian Jackson Braun	http://www.openisbn.com/cover/0515113328_72.jpg	Jove	288
0345368436	Douglas Adams's Starship Titanic	Terry Jones	http://www.openisbn.com/cover/0345368436_72.jpg	Ballantine Books	256
0515093203	The Cat Who Played Post Office	Lilian Jackson Braun	http://www.openisbn.com/cover/0515093203_72.jpg	Jove	272
0446525731	The Christmas Train	David Baldacci	http://www.openisbn.com/cover/0446525731_72.jpg	Warner Books	272
0449212653	Flying Finish	Dick Francis	http://www.openisbn.com/cover/0449212653_72.jpg	Fawcett	0
0515107867	The Cat Who Knew A Cardinal	Lilian Jackson Braun	http://www.openisbn.com/cover/0515107867_72.jpg	Jove	288
0140232257	Monster: The Autobiography Of An L.A. Gang Member	Sanyika Shakur,Monster Kody Scott	http://www.openisbn.com/cover/0140232257_72.jpg	Penguin (Non-Classics)	400
0449220273	Death And The Dogwalker	A. J. Orde,Sheri S Tepper	http://www.openisbn.com/cover/0449220273_72.jpg	Fawcett	0
0312864876	Household Gods	Judith Tarr,Harry Turtledove	http://www.openisbn.com/cover/0312864876_72.jpg	Tor Books	508
0684813637	John Adams	David McCullough	http://www.openisbn.com/cover/0684813637_72.jpg	Simon &amp; Schuster	752
0451192931	Just Plain Pickled To Death (Pennsylvania Dutch Mystery)	Tamar Myers	http://www.openisbn.com/cover/0451192931_72.jpg	Signet	272
0446400564	Dead Men's Hearts	Aaron Elkins	http://www.openisbn.com/cover/0446400564_72.jpg	Mysterious Press	256
0446403083	Make No Bones	Aaron J. Elkins	http://www.openisbn.com/cover/0446403083_72.jpg	Mysterious Pr	234
0445406836	The Corpse In Oozak's Pond (Peter Shandy Mysteries)	Charlotte MacLeod	http://www.openisbn.com/cover/0445406836_72.jpg	Mysterious Pr	203
0156003376	The Only Investment Guide You'll Ever Need	Andrew Tobias	http://www.openisbn.com/cover/0156003376_72.jpg	Harcourt	221
0515132268	The Cat Who Smelled A Rat	Lilian Jackson Braun	http://www.openisbn.com/cover/0515132268_72.jpg	Jove	304
0399524827	Dr. Jane's Natural Care For A Healthier, Happier Dog	Jane Bicks	http://www.openisbn.com/cover/0399524827_72.jpg	Perigee Trade	167
1563055619	Guerrillas Of Goodness Handbook	Milli Nickell,Gary Land	http://www.openisbn.com/cover/1563055619_72.jpg	Workman Pub Co	132
0451205685	Gruel And Unusual Punishment (Pennsylvania Dutch Mystery)	Tamar Myers	http://www.openisbn.com/cover/0451205685_72.jpg	Signet	272
0451190572	Green Mile Book 6: Coffey On The Mile: The Green Mile, Part 6	Stephen King	http://www.openisbn.com/cover/0451190572_72.jpg	Signet	144
1555218067	History Of Witchcraft	Montague Summers	http://www.openisbn.com/cover/1555218067_72.jpg	Castle/ Book Sales	353
0525940413	So Far...	Kelsey Grammer	http://www.openisbn.com/cover/0525940413_72.jpg	Dutton Adult	240
0440411394	Under The Blood-Red Sun	Graham Salisbury	http://www.openisbn.com/cover/0440411394_72.jpg	Yearling	256
0590425609	Stealing Home: The Story Of Jackie Robinson (Scholastic Biography)	Barry Denenberg	http://www.openisbn.com/cover/0590425609_72.jpg	Scholastic Paperbacks	128
0425187101	Canine Caper: Real-Life Tales Of A Female Pet Vigilante	Rose Block,Delilah Ahrendt	http://www.openisbn.com/cover/0425187101_72.jpg	Berkley	256
1857026012	Wit &amp; Wisdom Of Jane Austen	Michael Kerrigan	http://www.openisbn.com/cover/1857026012_72.jpg	Fourth Estate	122
014007385X	Cafe Le Dog (Short Fiction)	Matt Cohen	http://www.openisbn.com/cover/014007385X_72.jpg	Penguin Putnam~trade	208
0905762207	Frogs In A Well: Indian Women In Purdah	Patricia Jeffery	http://www.openisbn.com/cover/0905762207_72.jpg	Lawrence Hill &amp; Co	208
0771014813	The Wandering Soul Murders	Gail Bowen	http://www.openisbn.com/cover/0771014813_72.jpg	McClelland &amp; Stewart	216
0028610865	The Complete Idiot's Guide To Managing Stress	Jeff Davidson Jeffrey P.; Davidson	http://www.openisbn.com/cover/0028610865_72.jpg	Macmillan Distribution	288
0312862091	Preternatural	Margaret Wander Bonanno	http://www.openisbn.com/cover/0312862091_72.jpg	Tor Books	352
0312064330	Otherwhere	Margaret Wander Bonanno	http://www.openisbn.com/cover/0312064330_72.jpg	St Martins Pr	317
0312093586	Otherwise (Others Series, Vol 3)	Margaret Wander Bonanno	http://www.openisbn.com/cover/0312093586_72.jpg	St Martins Pr	306
0312866712	Preternatural Too: Gyre	Margaret Wander Bonanno	http://www.openisbn.com/cover/0312866712_72.jpg	Tor Books	320
